"success","trial_type","trial_index","time_elapsed","internal_node_id","rt","stimulus","key_press","subject_id","response","choice_outcomes","context_n","context_img_id","trial_n","probe_img_id","pR_red","pR_white","pR_black","outcome","contextArray_ind","validImageProbes","invalidImageProbes","pRew_Red","pRew_White","pRew_Black","availableForMemProbe","choice_blocks"
"","html-keyboard-response","22","23129","0.0-22.0","null","<br><br><br><br><p><img src='run_exp/static/images/blue_win.png' height='500'></p>","null","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","23","23369","0.0-23.0","239.10000000149012","<br><br><br><br><p><img src='run_exp/static/images/blue.png' height='500'></p>","49","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","24","24870","0.0-24.0","null","<br><br><br><br><p><img src='run_exp/static/images/blue_win.png' height='500'></p>","null","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","25","25464","0.0-25.0","593.6000000014901","<div class='center'><p> See, he was successful at robbing the ships most of the time but not every time. </p><p><b>[Press the space bar to continue]</b></p></div>","32","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","26","39492","0.0-26.0","14027.60000000149","<div class='center'><p>In the game, you will get to choose which of three pirates you want to rob the next ship. <p>Press the <b>‘1’</b> button on your keyboard to pick the pirate with the red beard.</p><p> Press <b>‘2’</b> to pick the pirate with the white beard.</p><p> Press <b>‘3’</b> to pick the pirate with the black beard.</p><p>Try picking a pirate now!</p><p><img src='run_exp/static/images/all_pirates.png' height='500'></p></div>","51","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","27","41840","0.0-27.0-0.0","2346.699999999255","<div class='center'><p>This pirate was successful at robbing the ship!</p><p><img src='run_exp/static/images/black_win.png' height='500'></p><p><b>[Press the space bar to continue]</b></p></div>","32","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","28","43261","0.0-27.0-1.0","1420.5","<div class='center'><p>Now try choosing another</p><p><img src='run_exp/static/images/all_pirates.png' height='500'></p></div>","50","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","29","44660","0.0-28.0-0.0","1398.5","<div class='center'><p>This pirate was not successful at robbing the ship!</p><p><img src='run_exp/static/images/white_no_win.png' height='500'></p><p><b>[Press the space bar to continue]</b></p></div>","32","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","30","48457","0.0-29.0-0.0","3797.699999999255","<div class='center'><p>You’ll stop at these 6 places on your journey.</p><p><img src='run_exp/static/images/all_contexts.png' height='500'></p><p><b>[Press the space bar to continue]</b></p></div>","32","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","31","59188","0.0-29.0-1.0","10730.800000000745","<div class='center'><p>How good a pirate is at robbing ships will depend on the current place.</p><p> Some pirates will have been to the place before, and will have more experience robbing ships there.</p><p>So, they will be more successful at stealing gold and bringing it back to you.</p><p><b>[Press the space bar to continue]</b></p></div>","32","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","32","74794","0.0-29.0-2.0","15605.70000000298","<div class='center'><p>How successful a pirate is at robbing ships can also change in a place.<p> Ships may hear about the pirates coming and will improve their defenses. This may make it more difficult to rob them.</p><p> Ships may also grow lazy and lower their defenses. This may make it easier to rob them.</p><br><p>Things are always changing on the high seas! So, try your best to pay attention!</p><p><img src='run_exp/static/images/contingency.png' height='500'></p><p><b>[Press the space bar to continue]</b></p></div>","32","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","33","120447","0.0-29.0-3.0","45651.699999999255","<div class='center'><p>Once you choose a pirate to rob a ship, you’ll be shown the ship they are robbing.</p><p>The ship will have a picture of the item they sold at the marketplace.</p><p> Try your best to remember the ship and where you saw the ship.</p><p> You’ll have to remember this for later, and remembering this correctly will help you win more bonus money!</p><p>You can remember the ship by remembering the item they sold at the marketplace</p><p>A helpful strategy is to try to come up with a story of the chosen pirate and ship’s item interacting with the scene.</p><p> For example, a ship might have sold travel mugs and you could imagine red beard walking through the city with a travel mug. </p><p>Or imagine an apple falling from a tree into white beard's hands in the forest.</p><p><img src='run_exp/static/images/example_probe.png' height='500'></p><p><b>[Press the space bar to continue]</b></p></div>","32","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","34","127983","0.0-29.0-4.0","7536.300000000745","<div class='center'><p>If you don’t make your choice fast enough, you’ll have to wait a few seconds before you can make another one. </p><p>You can’t win more gold. You just have to sit and wait.</p><p><img src='run_exp/static/images/hurry_up.png' height='500'></p><p><b>[Press the space bar to continue]</b></p></div>","32","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","35","161505","0.0-29.0-5.0","33520.800000000745","<div class='center'><p>Again, you have two important things to do: </p><b><p> 1. Pick the pirate who you think will be most successful at robbing the next ship.</p></b><b><p> 2. Remember where a pirate robbed a ship.</p> </b><p>Both are important in determining how much bonus money you’ll win.</p><br><p>Let’s try a practice game. The game will start by showing you the pirates. First pick a pirate using the <b> 1, 2, 3 </b> buttons on your keyboard. When you are shown a ship, try to remember the place you’re in by making up a story.</p><p> You only have 3 seconds to pick a pirate, so please make a choice quickly! If you are too slow, you’ll have to wait a bit during the time out.</p><p> Don’t feel rushed, but please do try to make a choice every time.</p><p>How good a pirate is at robbing a ship will change depending on the place they are in and how good the defenses are of the ship.</p> <p>This is just a practice game, so you’re not playing for money. </p><p>You’ll receive a bag which may or may not contain gold coins.</p><p> In the real game, though, you’ll be able to see whether or not you received the gold coins.</p><p> Good luck, remember press <b>'1'</b> to choose red beard, <b>'2'</b> to choose white beard, and <b>'3'</b> to choose black beard</p><p><b>[Press the space bar to begin the practice game]</b></p></div>","32","","","","","","","","","","","","","","","","","","",""
"","do_trial_prac","36","167416","0.0-29.0-6.0","1406.7999999970198","","","","50","","","","","","","","","","","","","","","","",""
"","do_trial_prac","37","174636","0.0-29.0-7.0","2716.2999999970198","","","","50","","","","","","","","","","","","","","","","",""
"","do_trial_prac","38","180602","0.0-29.0-8.0","1463.4000000022352","","","","50","","","","","","","","","","","","","","","","",""
"","do_trial_prac","39","186023","0.0-29.0-9.0","917.5","","","","51","","","","","","","","","","","","","","","","",""
"","do_trial_prac","40","192028","0.0-29.0-10.0","null","","","","null","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","41","197860","0.0-29.0-11.0","5831.699999999255","<div class='center'><p>Great job on the practice game!</p><p> Now, you will be asked you some true or false questions to make sure you really understand the rules of the game.</p><p> Press <b>'1'</b> on the keyboard for true and press <b>'2'</b> for false.</p><p><b>[Press the space bar to begin the quiz]</b></p></div>","32","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","42","202211","0.0-29.0-12.0","4350.800000000745","<div class='center'><p>You win bonus money by making choices as fast as possible.</p><p>Press 1 for true and press  2 for false.</p></div>","50","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","43","203390","0.0-30.0-0.0","1178.199999999255","<br><br><br><br><p>That's correct!</p> <p><b>[press the space bar to continue with the quiz]</b></p>","32","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","44","208573","0.0-30.0-1.0","5182.599999997765","<div class='center'><p>You press the <b>‘3’</b> button on the keyboard to choose the red bearded pirate? </p><p>Press 1 for true and press  2 for false.</p></div>","50","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","45","209564","0.0-31.0-0.0","990.6999999992549","<br><br><br><br><p>That's correct!</p> <p><b>[press the space bar to continue with the quiz]</b></p>","32","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","46","213935","0.0-31.0-1.0","4370.800000000745","<div class='center'><p>A pirate will always be equally successful at robbing ships in each place</p><p>Press 1 for true and press  2 for false.</p></div>","50","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","47","214632","0.0-32.0-0.0","696.4000000022352","<br><br><br><br><p>That's correct!</p> <p><b>[press the space bar to continue with the quiz]</b></p>","32","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","48","217600","0.0-32.0-1.0","2967.5","<div class='center'><p>You should remember the place where a pirate robbed a ship.</p><p>Press 1 for true and press  2 for false.</p></div>","49","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","49","218150","0.0-33.0-0.0","546.3000000007451","<br><br><br><br><p>That's correct!</p> <p><b>[press the space bar to continue with the quiz]</b></p>","32","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","50","219802","0.0-34.0-0.0","1651.6000000014901","<br><br><br><br><p>Good job! You’re now ready to move on to the real game!</p> <p><br>[press the space bar to begin!]</br></p>","32","","","","","","","","","","","","","","","","","","",""
"","do_welcome","51","221305","0.0-35.0-0.0","null","","","","null","","","","","","","","","","","","","","","","",""
"","do_trial","52","228071","0.0-36.0-0.0","2235.099999997765","","","","49","1,0,1","0","coast","0","probe-89","1","0.4","0.1","1","","","","","","","",""
"","do_trial","53","233893","0.0-37.0-0.0","1292.1000000014901","","","","49","1,0,1","0","coast","1","probe-42","1","0.5002621454986311","0.17194928555518607","1","","","","","","","",""
"","do_trial","54","239341","0.0-38.0-0.0","920","","","","49","1,1,0","0","coast","2","probe-128","1","0.4290830946923555","0.07115854401336595","1","","","","","","","",""
"","do_trial","55","245269","0.0-39.0-0.0","1398.699999999255","","","","49","1,0,0","0","coast","3","probe-135","1","0.454937866435475","0.05704710992826842","1","","","","","","","",""
"","do_trial","56","250372","0.0-40.0-0.0","575.2000000029802","","","","49","1,0,0","0","coast","4","probe-118","0.8022518332288223","0.4341542238655328","0.05118368292561885","1","","","","","","","",""
"","do_trial","57","255808","0.0-41.0-0.0","907.6000000014901","","","","49","1,0,0","0","coast","5","probe-52","0.7939141435445484","0.2933807357798535","0.08313092629063963","1","","","","","","","",""
"","do_trial","58","260996","0.0-42.0-0.0","659.1999999992549","","","","49","1,1,0","0","coast","6","probe-114","0.792627097455719","0.23817933920446466","0.16403241933626825","1","","","","","","","",""
"","do_trial","59","266211","0.0-43.0-0.0","687.5999999977648","","","","49","0,0,0","0","coast","7","probe-35","0.4146323568126622","0.274210080919351","0.1066111848500843","0","","","","","","","",""
"","do_trial","60","271398","0.0-44.0-0.0","658.0999999977648","","","","49","1,0,0","0","coast","8","probe-138","0.5296218300470226","0.28725037483293225","0.20748135082750516","1","","","","","","","",""
"","do_trial","61","276410","0.0-45.0-0.0","484.5","","","","49","0,1,0","0","coast","9","probe-210","0.6236337092268264","0.46178203163200243","0.16324451546805674","0","","","","","","","",""
"","do_trial","62","281555","0.0-46.0-0.0","614.5","","","","49","0,1,0","0","coast","10","probe-91","0.49845990219520625","0.666773895752509","0.2952097046171965","0","","","","","","","",""
"","do_trial","63","286964","0.0-47.0-0.0","881","","","","49","0,1,0","0","coast","11","probe-68","0.3750492817480825","0.6832560820977496","0.26092289426774834","0","","","","","","","",""
"","do_trial","64","292150","0.0-48.0-0.0","658.3999999985099","","","","50","0,1,0","0","coast","12","probe-30","0.2971523102209323","0.7137262786156063","0.22188337078622844","1","","","","","","","",""
"","do_trial","65","297087","0.0-49.0-0.0","407.69999999925494","","","","50","0,1,0","0","coast","13","probe-39","0.18966120662894992","0.8611643247225114","0.29974358472196605","1","","","","","","","",""
"","do_trial","66","302104","0.0-50.0-0.0","489","","","","50","0,1,0","0","coast","14","probe-177","0.20993117554494373","0.726405704744592","0.29665570331097624","1","","","","","","","",""
"","do_trial","67","307205","0.0-51.0-0.0","573.1999999992549","","","","50","0,1,0","0","coast","15","probe-100","0.2393206367678662","0.7585615711605503","0.4448086113675867","1","","","","","","","",""
"","do_trial","68","312075","0.0-52.0-0.0","340.8999999985099","","","","50","0,0,0","0","coast","16","probe-29","0.15418300328787665","0.8960392803380325","0.453444696548367","0","","","","","","","",""
"","do_trial","69","317062","0.0-53.0-0.0","458.19999999925494","","","","50","0,1,0","0","coast","17","probe-116","0.18353219193288275","0.8621669389080411","0.22630772179931513","1","","","","","","","",""
"","do_trial","70","321867","0.0-54.0-0.0","277","","","","50","0,1,0","0","coast","18","probe-220","0.19796166997960415","0.7355320612471471","0.26657319008536673","1","","","","","","","",""
"","do_trial","71","326643","0.0-55.0-0.0","248.5","","","","50","0,1,0","0","coast","19","probe-99","0.1358775123037829","0.8418894428044967","0.3164924356040616","1","","","","","","","",""
"","do_trial","72","331562","0.0-56.0-0.0","391.3999999985099","","","","50","0,1,0","0","coast","20","probe-55","0.09799899685078581","0.9235314424359338","0.2969391534096423","1","","","","","","","",""
"","do_trial","73","336522","0.0-57.0-0.0","430.3999999985099","","","","50","0,1,1","0","coast","21","probe-239","0.13416733742195244","0.8128904742966812","0.4200968590398603","1","","","","","","","",""
"","do_trial","74","342001","0.0-58.0-0.0","952.0999999977648","","","","51","0,1,1","0","coast","22","probe-75","0.12939912105780252","0.8765188685659971","0.5543709956543934","1","","","","","","","",""
"","do_trial","75","347582","0.0-59.0-0.0","1052.6000000014901","","","","51","0,1,0","0","coast","23","probe-72","0.06291425109839674","0.7170775096832985","0.46675517148219187","0","","","","","","","",""
"","do_trial","76","352393","0.0-60.0-0.0","283.69999999925494","","","","51","0,1,1","0","coast","24","probe-217","0.12352061811752402","0.6296553077413554","0.36922616014748316","1","","","","","","","",""
"","do_trial","77","357270","0.0-61.0-0.0","349.5","","","","51","1,1,0","0","coast","25","probe-16","0.15890120473302802","0.7375648631284498","0.3797445301507924","0","","","","","","","",""
"","do_trial","78","362670","0.0-62.0-0.0","869.3000000007451","","","","51","0,1,0","0","coast","26","probe-28","0.10552451799183184","0.735580177532719","0.32597773738921276","0","","","","","","","",""
"","do_trial","79","367440","0.0-63.0-0.0","240.89999999850988","","","","50","0,1,0","0","coast","27","probe-127","0.10798051242916269","0.8308773031042362","0.3557688591593254","1","","","","","","","",""
"","do_trial","80","372292","0.0-64.0-0.0","324.9000000022352","","","","50","1,1,1","0","coast","28","probe-15","0.20089262783200162","0.7756418668586261","0.4123671208196131","1","","","","","","","",""
"","do_trial","81","377361","0.0-65.0-0.0","540.7000000029802","","","","50","0,0,0","0","coast","29","probe-190","0.16452179264182565","0.7425073267914113","0.3309636684510713","0","","","","","","","",""
"","do_trial","82","382349","0.0-66.0-0.0","459.5","","","","50","0,1,0","0","coast","30","probe-159","0.17517908686296438","0.8852851153276496","0.41781587112254587","1","","","","","","","",""
"","do_trial","83","387179","0.0-67.0-0.0","300.9000000022352","","","","50","1,1,0","0","coast","31","probe-207","0.2939529660882469","0.8185537488100724","0.4055180751678058","1","","","","","","","",""
"","do_trial","84","392899","0.0-68.0-0.0","1185.199999999255","","","","50","1,1,0","0","coast","32","probe-191","0.2509167339857286","0.8985868204220031","0.44316206629068366","1","","","","","","","",""
"","do_trial","85","397922","0.0-69.0-0.0","495.19999999925494","","","","50","1,1,1","0","coast","33","probe-44","0.15632127963386233","0.7668889447605223","0.38004573486528176","1","","","","","","","",""
"","do_trial","86","402950","0.0-70.0-0.0","498.8999999985099","","","","50","0,1,1","0","coast","34","probe-236","0.2092641826602054","0.7200122841642477","0.44264021099487977","1","","","","","","","",""
"","do_trial","87","408980","0.0-71.0-0.0","null","","","","null","0,0,0","0","coast","35","probe-183","0.05567839444195398","0.7322702827487803","0.38173408767461814","","","","","","","","",""
"","do_trial","88","414065","0.0-72.0-0.0","556.5999999977648","","","","50","0,1,0","0","coast","36","probe-224","0.12406925308052348","0.7390434568336004","0.4155168356664087","1","","","","","","","",""
"","do_trial","89","418871","0.0-73.0-0.0","275.80000000074506","","","","50","0,1,1","0","coast","37","probe-40","0.12249524845229112","0.737433522545012","0.3476682875156119","1","","","","","","","",""
"","do_trial","90","423857","0.0-74.0-0.0","458.30000000074506","","","","50","0,1,0","0","coast","38","probe-14","0.17580398670385528","0.9418055079382507","0.41606133905611686","1","","","","","","","",""
"","do_trial","91","428609","0.0-75.0-0.0","223.40000000223517","","","","50","0,1,1","0","coast","39","probe-171","0.23028956761239866","0.8233682573225986","0.39561775437772484","1","","","","","","","",""
"","do_bye","92","430112","0.0-76.0-0.0","null","","","","null","","","","","","","","","","","","","","","","",""
"","do_travel","93","436114","0.0-77.0-0.0","null","","","","null","","","","","","","","","","","","","","","","",""
"","do_welcome","94","437616","0.0-77.0-1.0","null","","","","null","","","","","","","","","","","","","","","","",""
"","do_trial","95","443854","0.0-78.0-0.0","1708.300000000745","","","","49","0,1,1","1","mountain","40","probe-97","0.13760249057111573","1","0.32688993053645393","0","","","","","","","",""
"","do_trial","96","448620","0.0-79.0-0.0","234","","","","49","0,1,0","1","mountain","41","probe-57","0.24530090276727762","1","0.36537423608039216","0","","","","","","","",""
"","do_trial","97","453434","0.0-80.0-0.0","286.1000000014901","","","","49","0,1,1","1","mountain","42","probe-19","0.22331750344721696","1","0.4674693359637159","0","","","","","","","",""
"","do_trial","98","458204","0.0-81.0-0.0","241.70000000298023","","","","50","0,1,1","1","mountain","43","probe-174","0.23050345917070295","1","0.3654144382915916","1","","","","","","","",""
"","do_trial","99","462975","0.0-82.0-0.0","243.40000000223517","","","","50","1,1,0","1","mountain","44","probe-111","0.17044087615165635","0.8348119105907551","0.3819325349140324","1","","","","","","","",""
"","do_trial","100","467767","0.0-83.0-0.0","262","","","","50","0,1,1","1","mountain","45","probe-31","0.14315211582689727","0.8197283734937476","0.4753210214016352","1","","","","","","","",""
"","do_trial","101","472587","0.0-84.0-0.0","290.80000000074506","","","","50","0,1,0","1","mountain","46","probe-109","0.1902746677558378","0.8175052335341297","0.5559766124828065","1","","","","","","","",""
"","do_trial","102","477530","0.0-85.0-0.0","413.9000000022352","","","","50","0,1,0","1","mountain","47","probe-70","0.11907720228254011","0.8651041753930301","0.5188808561843216","1","","","","","","","",""
"","do_trial","103","482320","0.0-86.0-0.0","262.30000000074506","","","","50","0,1,1","1","mountain","48","probe-161","0.1918819123608811","0.8647518128894878","0.3874920131636087","1","","","","","","","",""
"","do_trial","104","487212","0.0-87.0-0.0","363.69999999925494","","","","50","0,0,1","1","mountain","49","probe-209","0.10775208101940326","0.8211150650689045","0.3227180301805174","0","","","","","","","",""
"","do_trial","105","492020","0.0-88.0-0.0","279.69999999925494","","","","50","0,0,1","1","mountain","50","probe-235","0.4858993864071554","0.7377316254240468","0.18959825641386446","0","","","","","","","",""
"","do_trial","106","496762","0.0-89.0-0.0","213.70000000298023","","","","50","1,1,0","1","mountain","51","probe-155","0.5902789968793009","0.6762754382809699","0.05023720601471933","1","","","","","","","",""
"","do_trial","107","501504","0.0-90.0-0.0","213.90000000223517","","","","51","0,0,0","1","mountain","52","probe-149","0.7164528441651971","0.4509052055451056","0.1770896833353006","0","","","","","","","",""
"","do_trial","108","506267","0.0-91.0-0.0","234","","","","51","1,0,0","1","mountain","53","probe-22","0.7630230349894015","0.5230715731630973","0.19900776944147727","0","","","","","","","",""
"","do_trial","109","511003","0.0-92.0-0.0","207","","","","51","1,1,0","1","mountain","54","probe-197","0.8788700555558411","0.5841550047541171","0.08961015661451796","0","","","","","","","",""
"","do_trial","110","515798","0.0-93.0-0.0","266.3999999985099","","","","50","1,1,0","1","mountain","55","probe-198","0.9335670913456875","0.5265088094985745","0.28100694332323645","1","","","","","","","",""
"","do_trial","111","520577","0.0-94.0-0.0","251.90000000223517","","","","50","1,0,0","1","mountain","56","probe-205","0.7122420952489796","0.40647941359970347","0.1504642091630339","0","","","","","","","",""
"","do_trial","112","525393","0.0-95.0-0.0","288","","","","50","1,0,0","1","mountain","57","probe-225","0.7363561228212325","0.5355199436004587","0.2696263310126276","0","","","","","","","",""
"","do_trial","113","530317","0.0-96.0-0.0","394.30000000074506","","","","50","0,0,0","1","mountain","58","probe-126","0.7414159356132001","0.4768073775804856","0.24883793999544554","0","","","","","","","",""
"","do_trial","114","535126","0.0-97.0-0.0","276.9000000022352","","","","50","1,1,0","1","mountain","59","probe-123","0.8012818220509739","0.48847460625878486","0.10149856815192916","1","","","","","","","",""
"","do_trial","115","540534","0.0-98.0-0.0","879.3000000007451","","","","50","0,0,0","1","mountain","60","probe-81","0.7411624159803624","0.5783687352387477","0.24512766755128898","0","","","","","","","",""
"","do_trial","116","545367","0.0-99.0-0.0","301.80000000074506","","","","51","1,1,1","1","mountain","61","probe-36","0.8293274421009844","0.43180557550913934","0.18804720714383544","1","","","","","","","",""
"","do_trial","117","550435","0.0-100.0-0.0","540.3000000007451","","","","51","1,0,0","1","mountain","62","probe-94","0.883596783659673","0.2538897128176617","0.21607076814099316","0","","","","","","","",""
"","do_trial","118","555239","0.0-101.0-0.0","275.3999999985099","","","","49","1,1,0","1","mountain","63","probe-60","0.944316893574305","0.3310471501315405","0.16081009231997334","1","","","","","","","",""
"","do_trial","119","560130","0.0-102.0-0.0","362.30000000074506","","","","49","1,0,1","1","mountain","64","probe-219","0.8279056755453007","0.34558247239364887","0.2632133607744818","1","","","","","","","",""
"","do_trial","120","565116","0.0-103.0-0.0","456.80000000074506","","","","49","1,0,0","1","mountain","65","probe-193","0.8235760139888737","0.3039584590396581","0.24046568025885387","1","","","","","","","",""
"","do_trial","121","569955","0.0-104.0-0.0","309.1000000014901","","","","49","1,0,0","1","mountain","66","probe-38","0.8815578948768525","0.1591140590476884","0.15987582873583459","1","","","","","","","",""
"","do_trial","122","575288","0.0-105.0-0.0","804.9000000022352","","","","49","0,0,0","1","mountain","67","probe-131","0.8586092097621927","0.260740492772852","0.06265818603181769","0","","","","","","","",""
"","do_trial","123","580672","0.0-106.0-0.0","855","","","","49","1,0,0","1","mountain","68","probe-67","0.7922601357687894","0.17715796735572809","0.20341128649991289","1","","","","","","","",""
"","do_trial","124","585651","0.0-107.0-0.0","451","","","","49","1,0,0","1","mountain","69","probe-153","0.7707921764122097","0.2772824229179931","0.246066624235726","1","","","","","","","",""
"","do_trial","125","590593","0.0-108.0-0.0","414.69999999925494","","","","49","1,0,1","1","mountain","70","probe-240","0.9414834075378654","0.393084839691124","0.10963961306485832","1","","","","","","","",""
"","do_trial","126","595711","0.0-109.0-0.0","588.3999999985099","","","","49","0,1,0","1","mountain","71","probe-78","0.8156096887385615","0.3099892171364755","0.0986138695902264","0","","","","","","","",""
"","do_trial","127","601359","0.0-110.0-0.0","1119.800000000745","","","","49","1,0,0","1","mountain","72","probe-151","0.8307336982363316","0.3307421144566636","0.23336350834397174","1","","","","","","","",""
"","do_trial","128","606554","0.0-111.0-0.0","666.6999999992549","","","","49","1,0,0","1","mountain","73","probe-47","0.9280987799276447","0.23890667903893253","0.2866775043438443","1","","","","","","","",""
"","do_trial","129","611539","0.0-112.0-0.0","457.0999999977648","","","","49","1,0,0","1","mountain","74","probe-43","0.8196330464030009","0.2974865726059143","0.3211439212216399","1","","","","","","","",""
