"success","trial_type","trial_index","time_elapsed","internal_node_id","rt","stimulus","key_press","subject_id","response","choice_outcomes","context_n","context_img_id","trial_n","probe_img_id","pR_red","pR_white","pR_black","outcome","contextArray_ind","validImageProbes","invalidImageProbes","pRew_Red","pRew_White","pRew_Black","availableForMemProbe","choice_blocks"
"","do_trial","102","559111","0.0-85.0-0.0","468.67000008933246","","","","51","1,0,1","1","forest","47","probe-21","0.46731928639256803","0.15446958468700053","0.8140155645221449","1","","","","","","","",""
"","do_trial","103","564630","0.0-86.0-0.0","971.2449999060482","","","","51","1,0,1","1","forest","48","probe-209","0.39443986433137546","0.053664628404478006","0.8493720988994885","1","","","","","","","",""
"","do_trial","104","570684","0.0-87.0-0.0","null","","","","null","1,0,1","1","forest","49","probe-172","0.46576877003269745","0.12617413400134392","0.8453512191677843","","","","","","","","",""
"","do_trial","105","575696","0.0-88.0-0.0","463.43500004149973","","","","51","1,0,1","1","forest","50","probe-05","0.7053350608113721","0.06707293925691897","0.5626445360435918","1","","","","","","","",""
"","do_trial","106","581295","0.0-89.0-0.0","1050.370000069961","","","","51","1,0,1","1","forest","51","probe-110","0.8818303002993213","0.1270267153651828","0.43358892326125753","1","","","","","","","",""
"","do_trial","107","587584","0.0-90.0-0.0","1735.9850001521409","","","","51","1,0,0","1","forest","52","probe-91","0.8472950027887908","0.14449343349796062","0.3628828278814526","0","","","","","","","",""
"","do_trial","108","593214","0.0-91.0-0.0","1081.430000020191","","","","51","1,0,0","1","forest","53","probe-75","0.8683304788116967","0.11050366469176112","0.3093505045492735","0","","","","","","","",""
"","do_trial","109","599265","0.0-92.0-0.0","null","","","","null","1,1,0","1","forest","54","probe-58","0.8149472170290674","0.12092176627427513","0.340453034335723","","","","","","","","",""
"","do_trial","110","604153","0.0-93.0-0.0","339.78500007651746","","","","51","1,0,0","1","forest","55","probe-118","0.6951139678802554","0.07860016128874403","0.48939259034766436","0","","","","","","","",""
"","do_trial","111","609115","0.0-94.0-0.0","411.7850000038743","","","","49","0,0,1","1","forest","56","probe-190","0.8241774485199702","0.15403833720194912","0.4336779965395872","0","","","","","","","",""
"","do_trial","112","614088","0.0-95.0-0.0","421.17500002495944","","","","51","1,0,1","1","forest","57","probe-224","0.8248618850479494","0.08864092061405453","0.3258139400065651","1","","","","","","","",""
"","do_trial","113","621028","0.0-96.0-0.0","2387.620000168681","","","","51","0,0,1","1","forest","58","probe-09","0.8648384953832704","0.16999273542341647","0.2954785012886232","1","","","","","","","",""
"","do_trial","114","626653","0.0-97.0-0.0","1075.470000039786","","","","51","1,0,1","1","forest","59","probe-221","0.7642549506107699","0.06503476347746051","0.37744642983067545","1","","","","","","","",""
"","do_trial","115","633620","0.0-98.0-0.0","2419.80000003241","","","","51","1,0,0","1","forest","60","probe-225","0.730094851737653","0.14785692424905467","0.39855990594723784","0","","","","","","","",""
"","do_trial","116","639552","0.0-99.0-0.0","1383.834999985993","","","","51","1,1,0","1","forest","61","probe-100","0.8825400067521012","0.07342059852066425","0.34336610704379583","0","","","","","","","",""
"","do_trial","117","645103","0.0-100.0-0.0","1003.8749999366701","","","","51","1,0,0","1","forest","62","probe-231","0.9046185997922715","0.10731464121954302","0.29702326505379417","0","","","","","","","",""
"","do_trial","118","650069","0.0-101.0-0.0","414.8150000255555","","","","51","0,0,0","1","forest","63","probe-123","0.809009478519554","0.1628842464329461","0.3789846448604244","0","","","","","","","",""
"","do_trial","119","654975","0.0-102.0-0.0","355.2149999886751","","","","49","1,0,0","1","forest","64","probe-56","0.9446366273443522","0.05321727933980862","0.46076242114139626","1","","","","","","","",""
"","do_trial","120","660002","0.0-103.0-0.0","479.65500014834106","","","","51","1,0,0","1","forest","65","probe-102","0.8328332727503118","0.09599631944295149","0.5109032206809044","0","","","","","","","",""
"","do_trial","121","665094","0.0-104.0-0.0","542.2050000634044","","","","49","1,0,0","1","forest","66","probe-217","0.7579488882704974","0.14898190282203996","0.5183429694003396","1","","","","","","","",""
"","do_trial","122","670476","0.0-105.0-0.0","831.7249999381602","","","","49","1,0,0","1","forest","67","probe-199","0.7499366273675913","0.21876544622210312","0.5032546753744971","1","","","","","","","",""
