"success","trial_type","trial_index","time_elapsed","internal_node_id","rt","stimulus","key_press","subject_id","response","choice_outcomes","context_n","context_img_id","trial_n","probe_img_id","pR_red","pR_white","pR_black","outcome","contextArray_ind","validImageProbes","invalidImageProbes","pRew_Red","pRew_White","pRew_Black","availableForMemProbe","choice_blocks"
"","do_trial","123","675652","0.0-106.0-0.0","626.9749999046326","","","","49","1,0,1","1","forest","68","probe-207","0.9358384336340041","0.14273254926745324","0.5734590109214296","1","","","","","","","",""
"","do_trial","124","680626","0.0-107.0-0.0","426.43500003032386","","","","49","0,0,0","1","forest","69","probe-51","0.864608863033808","0.13521722589476334","0.3845524500209131","0","","","","","","","",""
"","do_trial","125","685528","0.0-108.0-0.0","366.32000003010035","","","","51","1,0,0","1","forest","70","probe-34","0.8364981039381355","0.08040978358345421","0.44245624314560644","0","","","","","","","",""
"","do_trial","126","690386","0.0-109.0-0.0","307.1050001308322","","","","51","1,0,0","1","forest","71","probe-130","0.6526992132386082","0.07058669883568035","0.4288309955340835","0","","","","","","","",""
"","do_trial","127","695258","0.0-110.0-0.0","319.21999994665384","","","","49","0,0,0","1","forest","72","probe-173","0.662110731128015","0.10495840929378375","0.402620147467779","0","","","","","","","",""
"","do_trial","128","700305","0.0-111.0-0.0","498.20499983616173","","","","50","0,0,0","1","forest","73","probe-101","0.6882538292142628","0.06458794289066841","0.354683677054553","0","","","","","","","",""
"","do_trial","129","705170","0.0-112.0-0.0","315.195000031963","","","","49","0,0,0","1","forest","74","probe-73","0.7432635078785407","0.17220751458439676","0.3541036271285607","0","","","","","","","",""
"","do_trial","130","710446","0.0-113.0-0.0","728.7500000093132","","","","51","1,1,1","1","forest","75","probe-46","0.7906330375197231","0.19667180562281547","0.2813130423419846","1","","","","","","","",""
"","do_trial","131","715547","0.0-114.0-0.0","554.2500000447035","","","","51","1,1,0","1","forest","76","probe-127","0.778986409985495","0.20982368787932104","0.23613289340771318","0","","","","","","","",""
"","do_trial","132","721138","0.0-115.0-0.0","1042.9699998348951","","","","51","1,0,1","1","forest","77","probe-03","0.7778223386288096","0.07163659962971447","0.36125193786983395","1","","","","","","","",""
"","do_trial","133","727189","0.0-116.0-0.0","null","","","","null","1,0,1","1","forest","78","probe-136","0.9027218164583289","0.20639700055819155","0.47190718886341143","","","","","","","","",""
"","do_trial","134","733526","0.0-117.0-0.0","1789.4000001251698","","","","51","1,0,0","1","forest","79","probe-159","0.8975354888305799","0.1597329575422641","0.4636626812727897","0","","","","","","","",""
"","do_bye","135","735035","0.0-118.0-0.0","null","","","","null","","","","","","","","","","","","","","","","",""
"","do_travel","136","741043","0.0-119.0-0.0","null","","","","null","","","","","","","","","","","","","","","","",""
"","do_welcome","137","742548","0.0-119.0-1.0","null","","","","null","","","","","","","","","","","","","","","","",""
"","do_trial","138","748149","0.0-120.0-0.0","1050.5300001241267","","","","50","1,0,0","2","mountain","80","probe-11","1","0.1458195425765316","0.4347795467812917","0","","","","","","","",""
"","do_trial","139","753026","0.0-121.0-0.0","327.56999996490777","","","","50","1,0,0","2","mountain","81","probe-212","1","0.13897926634877655","0.3798837884172027","0","","","","","","","",""
"","do_trial","140","757927","0.0-122.0-0.0","348.035000031814","","","","49","1,1,0","2","mountain","82","probe-237","1","0.07413227333559105","0.4430996942982124","1","","","","","","","",""
"","do_trial","141","763031","0.0-123.0-0.0","556.7399999126792","","","","49","1,0,0","2","mountain","83","probe-41","1","0.10211447322790668","0.43098195645687154","1","","","","","","","",""
"","do_trial","142","768142","0.0-124.0-0.0","560.9149998053908","","","","49","1,0,0","2","mountain","84","probe-17","0.8538917017751609","0.1179307456587482","0.20849665363548187","1","","","","","","","",""
"","do_trial","143","773212","0.0-125.0-0.0","518.0250001139939","","","","51","1,0,1","2","mountain","85","probe-108","0.9258445630647385","0.15306234643567684","0.3505351833257446","1","","","","","","","",""
"","do_trial","144","778110","0.0-126.0-0.0","344.95499986223876","","","","51","1,0,0","2","mountain","86","probe-218","0.8009700040327272","0.14917538788418994","0.3258268349587802","0","","","","","","","",""
"","do_trial","145","783384","0.0-127.0-0.0","725.014999974519","","","","49","0,1,1","2","mountain","87","probe-99","0.7271899982228286","0.19016549784689615","0.3239950338405832","0","","","","","","","",""
"","do_trial","146","788319","0.0-128.0-0.0","383.3349999040365","","","","50","1,0,1","2","mountain","88","probe-179","0.697118919698692","0.11362748322708115","0.43490605512420893","0","","","","","","","",""
"","do_trial","147","793939","0.0-129.0-0.0","1068.0450000800192","","","","49","1,0,1","2","mountain","89","probe-157","0.7897183256921405","0.09049404373302265","0.5760491006922344","1","","","","","","","",""
"","do_trial","148","800664","0.0-130.0-0.0","2175.730000017211","","","","49","0,0,0","2","mountain","90","probe-216","0.5396410482647614","0.22879290430902388","0.7083136319961199","0","","","","","","","",""
"","do_trial","149","805452","0.0-131.0-0.0","237.08499991334975","","","","51","1,0,1","2","mountain","91","probe-87","0.4350783494662878","0.2584981518245358","0.625639043799522","1","","","","","","","",""
"","do_trial","150","811853","0.0-132.0-0.0","1848.3700000215322","","","","51","0,0,0","2","mountain","92","probe-132","0.33344689749881384","0.2627483976113381","0.49343445532475316","0","","","","","","","",""
"","do_trial","151","818001","0.0-133.0-0.0","1600.5349999759346","","","","49","0,0,1","2","mountain","93","probe-81","0.14258353089535913","0.2248928282149103","0.569433617202575","0","","","","","","","",""
"","do_trial","152","822848","0.0-134.0-0.0","294.87999994307756","","","","51","0,1,0","2","mountain","94","probe-83","0.09172131253578192","0.26601564094347424","0.6185041491209262","0","","","","","","","",""
"","do_trial","153","828597","0.0-135.0-0.0","1199.0149999037385","","","","51","0,0,0","2","mountain","95","probe-219","0.27409270393326335","0.29385294580856214","0.8461612429672447","0","","","","","","","",""
"","do_trial","154","833808","0.0-136.0-0.0","671.8850000761449","","","","49","0,1,1","2","mountain","96","probe-168","0.19175094750578656","0.11009881452646958","0.7067043485167323","0","","","","","","","",""
"","do_trial","155","838968","0.0-137.0-0.0","608.3700000308454","","","","49","0,1,1","2","mountain","97","probe-134","0.23043488041632532","0.2489317052357949","0.7224493226787426","0","","","","","","","",""
"","do_trial","156","844112","0.0-138.0-0.0","592.960000038147","","","","49","0,0,1","2","mountain","98","probe-10","0.24319811265995284","0.29903887447585814","0.746532301874165","0","","","","","","","",""
"","do_trial","157","849268","0.0-139.0-0.0","606.425000121817","","","","51","0,0,1","2","mountain","99","probe-235","0.255094130103682","0.38559973462915986","0.8398344013027506","1","","","","","","","",""
"","do_trial","158","854554","0.0-140.0-0.0","737.5699998810887","","","","51","0,1,1","2","mountain","100","probe-79","0.30978567688362524","0.32025872256071397","0.8968385367935054","1","","","","","","","",""
"","do_trial","159","859524","0.0-141.0-0.0","417.37499996088445","","","","51","1,0,0","2","mountain","101","probe-90","0.23540181674913782","0.3882440524091006","0.6822476082641237","0","","","","","","","",""
"","do_trial","160","864420","0.0-142.0-0.0","344.3649997934699","","","","49","0,0,1","2","mountain","102","probe-24","0.1928292750930405","0.39957873048509535","0.8786566587687769","0","","","","","","","",""
"","do_trial","161","869282","0.0-143.0-0.0","309.17000002227724","","","","50","0,1,0","2","mountain","103","probe-84","0.23558639534057726","0.48543126153215055","0.7541324655293433","1","","","","","","","",""
"","do_trial","162","874142","0.0-144.0-0.0","307.62499989941716","","","","50","1,1,1","2","mountain","104","probe-16","0.08120599411591287","0.41142163273362115","0.9067364024524369","1","","","","","","","",""
"","do_trial","163","879047","0.0-145.0-0.0","353.01999980583787","","","","50","0,1,0","2","mountain","105","probe-150","0.06008763583831584","0.48019862949837183","0.8971138648779475","1","","","","","","","",""
"","do_trial","164","883964","0.0-146.0-0.0","364.16500015184283","","","","50","0,0,1","2","mountain","106","probe-19","0.0922080883400735","0.361921420522405","0.7671272404663384","0","","","","","","","",""
"","do_trial","165","889469","0.0-147.0-0.0","954.7449999954551","","","","51","0,1,0","2","mountain","107","probe-44","0.08691018672814287","0.40573010149368927","0.7908874801478513","0","","","","","","","",""
"","do_trial","166","896839","0.0-148.0-0.0","2820.1399999670684","","","","49","0,1,1","2","mountain","108","probe-153","0.13535205875778852","0.3630568661383223","0.8395061519444948","0","","","","","","","",""
"","do_trial","167","901762","0.0-149.0-0.0","372.73999978788197","","","","49","0,0,1","2","mountain","109","probe-54","0.060213570404455075","0.480800491911072","0.8284770318534428","0","","","","","","","",""
"","do_trial","168","906592","0.0-150.0-0.0","277.2450000047684","","","","51","0,0,1","2","mountain","110","probe-49","0.12152336291355863","0.46752282210562796","0.7239166776270165","1","","","","","","","",""
"","do_trial","169","912377","0.0-151.0-0.0","1231.5799999050796","","","","51","0,0,0","2","mountain","111","probe-113","0.06363613986977254","0.3873762529889868","0.6635978671465582","0","","","","","","","",""
"","do_trial","170","917213","0.0-152.0-0.0","287.06500004045665","","","","50","0,0,0","2","mountain","112","probe-236","0.14908467533058048","0.41656763495050914","0.6469544121076691","0","","","","","","","",""
"","do_trial","171","922154","0.0-153.0-0.0","391.71500015072525","","","","50","0,1,1","2","mountain","113","probe-169","0.15389894873444485","0.40371693125073427","0.667519827433056","1","","","","","","","",""
"","do_trial","172","926971","0.0-154.0-0.0","268.91999994404614","","","","50","0,0,1","2","mountain","114","probe-198","0.10211414462085756","0.33359099139554765","0.7267470714605547","0","","","","","","","",""
"","do_trial","173","932152","0.0-155.0-0.0","629.6399999409914","","","","49","0,0,1","2","mountain","115","probe-213","0.1311973944320313","0.18028066902453443","0.8693800330603183","0","","","","","","","",""
"","do_trial","174","938515","0.0-156.0-0.0","1811.384999891743","","","","49","0,0,1","2","mountain","116","probe-61","0.07960414222757466","0.19338524379167987","0.8112138295596502","0","","","","","","","",""
"","do_trial","175","945040","0.0-157.0-0.0","1973.8549999892712","","","","50","0,0,1","2","mountain","117","probe-42","0.1386067194304657","0.2241889827985909","0.8168500958916485","0","","","","","","","",""
"","do_trial","176","950508","0.0-158.0-0.0","915.2750000357628","","","","49","0,1,0","2","mountain","118","probe-78","0.16224848650356855","0.35927279081727526","0.8848879788956319","0","","","","","","","",""
"","do_trial","177","955951","0.0-159.0-0.0","896.0100000258535","","","","51","0,0,1","2","mountain","119","probe-171","0.13324405398316524","0.3909841899663086","0.682566668492329","1","","","","","","","",""
"","do_bye","178","957462","0.0-160.0-0.0","null","","","","null","","","","","","","","","","","","","","","","",""
"","do_travel","179","963471","0.0-161.0-0.0","null","","","","null","","","","","","","","","","","","","","","","",""
"","do_welcome","180","964982","0.0-161.0-1.0","null","","","","null","","","","","","","","","","","","","","","","",""
"","do_trial","181","971033","0.0-162.0-0.0","null","","","","null","1,1,1","3","countryside","120","probe-64","0.23059199113087556","0.41501187047350696","1","","","","","","","","",""
"","do_trial","182","976954","0.0-163.0-0.0","1368.1199999991804","","","","49","1,0,1","3","countryside","121","probe-114","0.33095034367019666","0.3093177194329541","1","1","","","","","","","",""
"","do_trial","183","982189","0.0-164.0-0.0","684.574999846518","","","","49","0,0,1","3","countryside","122","probe-01","0.20448886710255842","0.3791085930480697","1","0","","","","","","","",""
"","do_trial","184","987244","0.0-165.0-0.0","506.8250000476837","","","","51","0,0,1","3","countryside","123","probe-107","0.19204756119661126","0.3823837909603322","1","1","","","","","","","",""
"","do_trial","185","992186","0.0-166.0-0.0","393.5999998357147","","","","51","0,1,1","3","countryside","124","probe-230","0.13260612675029732","0.5595890060238174","0.8857025175391577","1","","","","","","","",""
"","do_trial","186","997634","0.0-167.0-0.0","897.3850000184029","","","","50","0,0,0","3","countryside","125","probe-163","0.13917777332054504","0.41656024001596537","0.781250434717049","0","","","","","","","",""
"","do_trial","187","1002705","0.0-168.0-0.0","518.5949997976422","","","","50","0,1,1","3","countryside","126","probe-52","0.18062800274469978","0.4710353588813289","0.743301945870903","1","","","","","","","",""
"","do_trial","188","1008022","0.0-169.0-0.0","763.5400001890957","","","","50","0,1,1","3","countryside","127","probe-145","0.1920282377442684","0.4283847807037195","0.8282654938686002","1","","","","","","","",""
"","do_trial","189","1013280","0.0-170.0-0.0","707.7550000976771","","","","50","0,1,0","3","countryside","128","probe-178","0.2615798904067195","0.39006493438129247","0.716211688352534","1","","","","","","","",""
"","do_trial","190","1018747","0.0-171.0-0.0","916.3200000766665","","","","50","1,0,0","3","countryside","129","probe-180","0.32486316715176244","0.39707007284855733","0.8757245727663555","0","","","","","","","",""
"","do_trial","191","1023817","0.0-172.0-0.0","521.9499999657273","","","","51","1,0,1","3","countryside","130","probe-18","0.4989047683342483","0.30670159296721056","0.750375841091573","1","","","","","","","",""
"","do_trial","192","1028999","0.0-173.0-0.0","633.4049999713898","","","","51","0,0,1","3","countryside","131","probe-106","0.7180955508567947","0.22810220375850696","0.6610293498526832","1","","","","","","","",""
"","do_trial","193","1033981","0.0-174.0-0.0","432.93000012636185","","","","50","0,0,0","3","countryside","132","probe-215","0.7308800896689489","0.23435766292652968","0.6191749668212032","0","","","","","","","",""
"","do_trial","194","1039138","0.0-175.0-0.0","604.2550001293421","","","","51","1,0,1","3","countryside","133","probe-07","0.8164628877941584","0.07607931229765953","0.4689654481975486","1","","","","","","","",""
"","do_trial","195","1045481","0.0-176.0-0.0","1795.7200000528246","","","","51","1,0,1","3","countryside","134","probe-109","0.6971058739327746","0.3655311812368068","0.47168936157132846","1","","","","","","","",""
"","do_trial","196","1051536","0.0-177.0-0.0","null","","","","null","1,0,0","3","countryside","135","probe-140","0.7974814359878053","0.15159085939648326","0.3892741373709089","","","","","","","","",""
"","do_trial","197","1056896","0.0-178.0-0.0","807.9150000121444","","","","51","1,0,0","3","countryside","136","probe-32","0.79220855876053","0.24422895191737146","0.35505146382473024","0","","","","","","","",""
"","do_trial","198","1062197","0.0-179.0-0.0","753.4649998415262","","","","50","1,0,1","3","countryside","137","probe-40","0.6109755531762511","0.12140479244038875","0.3461842258033563","0","","","","","","","",""
"","do_trial","199","1067197","0.0-180.0-0.0","449.67499980702996","","","","51","1,0,0","3","countryside","138","probe-229","0.6900190164305161","0.20560682557606597","0.46720461080061465","0","","","","","","","",""
"","do_trial","200","1072203","0.0-181.0-0.0","453.7199998740107","","","","51","0,1,0","3","countryside","139","probe-66","0.7375413520031904","0.11485978001538225","0.5055457212743736","0","","","","","","","",""
"","do_trial","201","1077304","0.0-182.0-0.0","553.7500001955777","","","","51","0,0,1","3","countryside","140","probe-74","0.815998718577569","0.1089520397282816","0.5508556545357567","1","","","","","","","",""
"","do_trial","202","1082242","0.0-183.0-0.0","385.065000038594","","","","51","1,0,1","3","countryside","141","probe-192","0.7962586078169538","0.13495680996343848","0.5317793200571894","1","","","","","","","",""
"","do_trial","203","1088042","0.0-184.0-0.0","1247.84000008367","","","","51","1,1,0","3","countryside","142","probe-186","0.747726341198618","0.09838151896258202","0.5178214562624466","0","","","","","","","",""
"","do_trial","204","1093280","0.0-185.0-0.0","689.2999999690801","","","","51","1,0,1","3","countryside","143","probe-29","0.8225735000474499","0.10386567721470719","0.38220436169741656","1","","","","","","","",""
"","do_trial","205","1098968","0.0-186.0-0.0","1137.6099998597056","","","","51","1,0,1","3","countryside","144","probe-48","0.7219150101201806","0.0904982939762352","0.42000583301268735","1","","","","","","","",""
"","do_trial","206","1104638","0.0-187.0-0.0","1117.5200000870973","","","","51","0,1,0","3","countryside","145","probe-126","0.7457055249886976","0.15563369766190804","0.3539235112598126","0","","","","","","","",""
"","do_trial","207","1110012","0.0-188.0-0.0","822.1950000151992","","","","51","0,0,0","3","countryside","146","probe-196","0.7277722495687654","0.11548607432553348","0.26640763296880327","0","","","","","","","",""
"","do_trial","208","1114984","0.0-189.0-0.0","419.7400000412017","","","","49","1,0,0","3","countryside","147","probe-98","0.7876728948480276","0.10404911576732499","0.24978365384515308","1","","","","","","","",""
"","do_trial","209","1120736","0.0-190.0-0.0","1203.1300000380725","","","","49","1,0,0","3","countryside","148","probe-08","0.8312818875978321","0.1193886872342723","0.39217642012729087","1","","","","","","","",""
"","do_trial","210","1125829","0.0-191.0-0.0","545.0000001583248","","","","49","1,0,0","3","countryside","149","probe-189","0.8021548655136772","0.19078046715961908","0.5297722654780657","1","","","","","","","",""
"","do_trial","211","1131222","0.0-192.0-0.0","840.5600001569837","","","","49","0,1,1","3","countryside","150","probe-105","0.7632406533021079","0.17549488524851697","0.5189712176895543","0","","","","","","","",""
"","do_trial","212","1136506","0.0-193.0-0.0","732.8999999444932","","","","50","1,0,1","3","countryside","151","probe-112","0.784096724768897","0.10620827463067099","0.40826173341498034","0","","","","","","","",""
"","do_trial","213","1143859","0.0-194.0-0.0","2800.485000014305","","","","50","1,0,1","3","countryside","152","probe-47","0.8209489506069955","0.244946122771234","0.3042199212397289","0","","","","","","","",""
"","do_trial","214","1150210","0.0-195.0-0.0","1801.465000025928","","","","50","1,0,0","3","countryside","153","probe-137","0.7757229747737583","0.13644863258520729","0.20298655184921022","0","","","","","","","",""
"","do_trial","215","1156114","0.0-196.0-0.0","1355.259999865666","","","","51","1,0,1","3","countryside","154","probe-13","0.6221982427599076","0.21489861512642564","0.3098117847881234","1","","","","","","","",""
"","do_trial","216","1161916","0.0-197.0-0.0","1254.2600000742823","","","","51","1,0,0","3","countryside","155","probe-182","0.5572809375736786","0.20842328742280003","0.26339633788398464","0","","","","","","","",""
"","do_trial","217","1166479","0.0-198.0-0.0","11.135000037029386","","","","50","1,0,0","3","countryside","156","probe-195","0.6491895806811323","0.10096681482996057","0.05827698230818232","0","","","","","","","",""
"","do_trial","218","1173893","0.0-199.0-0.0","2861.860000062734","","","","49","0,0,0","3","countryside","157","probe-170","0.6445986441621995","0.12161680830099701","0.20412346202133944","0","","","","","","","",""
"","do_trial","219","1180027","0.0-200.0-0.0","1581.5449999645352","","","","49","1,0,0","3","countryside","158","probe-184","0.7399163728241098","0.09524772526364798","0.2796894369855347","1","","","","","","","",""
"","do_trial","220","1186080","0.0-201.0-0.0","null","","","","null","0,1,0","3","countryside","159","probe-156","0.6075688443375444","0.17308803374716658","0.2869660066555024","","","","","","","","",""
"","do_bye","221","1187592","0.0-202.0-0.0","null","","","","null","","","","","","","","","","","","","","","","",""
"","do_travel","222","1193598","0.0-203.0-0.0","null","","","","null","","","","","","","","","","","","","","","","",""
"","do_welcome","223","1195109","0.0-203.0-1.0","null","","","","null","","","","","","","","","","","","","","","","",""
"","do_trial","224","1201167","0.0-204.0-0.0","null","","","","null","1,0,1","4","city","160","probe-111","1","0.13648790355826795","0.3722228396218062","","","","","","","","",""
"","do_trial","225","1206312","0.0-205.0-0.0","597.7350000757724","","","","50","1,0,1","4","city","161","probe-93","1","0.14103319432949274","0.42038977647584647","0","","","","","","","",""
"","do_trial","226","1211875","0.0-206.0-0.0","1013.2150000426918","","","","51","1,0,1","4","city","162","probe-62","1","0.27951102205408296","0.45578432722801887","1","","","","","","","",""
"","do_trial","227","1218397","0.0-207.0-0.0","1971.970000071451","","","","51","1,0,0","4","city","163","probe-203","1","0.21991430710784904","0.4288929480603482","0","","","","","","","",""
"","do_trial","228","1223565","0.0-208.0-0.0","616.5200001560152","","","","49","1,0,1","4","city","164","probe-14","0.8644375514097833","0.22289109479975458","0.5097833816104289","1","","","","","","","",""
"","do_trial","229","1228891","0.0-209.0-0.0","774.6550000738353","","","","49","1,0,0","4","city","165","probe-144","0.7593554829979947","0.10952483088638845","0.3248348350748496","1","","","","","","","",""
"","do_trial","230","1234066","0.0-210.0-0.0","626.2099999003112","","","","49","1,1,0","4","city","166","probe-176","0.7417503378855981","0.25220148118496555","0.41180654148402623","1","","","","","","","",""
"","do_trial","231","1240123","0.0-211.0-0.0","null","","","","null","1,0,0","4","city","167","probe-222","0.8025262129721215","0.297409093769068","0.2928107993969722","","","","","","","","",""
"","do_trial","232","1245258","0.0-212.0-0.0","586.9350000284612","","","","49","1,0,1","4","city","168","probe-76","0.8254016518906501","0.13476960221771436","0.5494946171963067","1","","","","","","","",""
"","do_trial","233","1250740","0.0-213.0-0.0","930.8700000401586","","","","49","1,1,0","4","city","169","probe-119","0.8329261084085795","0.17207872037085295","0.3418300942643519","1","","","","","","","",""
"","do_trial","234","1256113","0.0-214.0-0.0","820.7149999216199","","","","49","0,0,0","4","city","170","probe-28","0.5528430320027153","0.29858858427724794","0.5889438668322335","0","","","","","","","",""
"","do_trial","235","1261438","0.0-215.0-0.0","772.2549999598414","","","","51","0,0,1","4","city","171","probe-96","0.3406901797160868","0.23363594048100134","0.5441446457660196","1","","","","","","","",""
"","do_trial","236","1267808","0.0-216.0-0.0","1819.0300001297146","","","","51","0,1,0","4","city","172","probe-57","0.12298471899848185","0.348442969005055","0.6724490138228604","0","","","","","","","",""
"","do_trial","237","1273891","0.0-217.0-0.0","1533.894999884069","","","","49","0,1,1","4","city","173","probe-92","0.054673213420761785","0.44198166832552277","0.6030454321215079","0","","","","","","","",""
"","do_trial","238","1279088","0.0-218.0-0.0","645.1850000303239","","","","49","0,0,0","4","city","174","probe-104","0.166622483481302","0.33323246412603125","0.7113457348980721","0","","","","","","","",""
"","do_trial","239","1284261","0.0-219.0-0.0","624.115000013262","","","","49","1,0,1","4","city","175","probe-37","0.14166733900446096","0.23519595357789563","0.7798320290128367","1","","","","","","","",""
"","do_trial","240","1289585","0.0-220.0-0.0","773.8250000402331","","","","49","1,0,1","4","city","176","probe-25","0.17873747020154546","0.2994740010656926","0.8476893731837034","1","","","","","","","",""
"","do_trial","241","1294843","0.0-221.0-0.0","707.060000160709","","","","49","0,0,1","4","city","177","probe-50","0.20177781672044506","0.35528610853336917","0.9294102673738562","0","","","","","","","",""
"","do_trial","242","1300089","0.0-222.0-0.0","698.5150000546128","","","","49","0,1,1","4","city","178","probe-72","0.060376230200891445","0.39132055012844275","0.8330099602670452","0","","","","","","","",""
"","do_trial","243","1305248","0.0-223.0-0.0","610.6399998534471","","","","51","0,0,1","4","city","179","probe-59","0.1475721298025127","0.2685536648637799","0.8264178345367782","1","","","","","","","",""
"","do_trial","244","1310656","0.0-224.0-0.0","862.9800002090633","","","","51","0,0,1","4","city","180","probe-197","0.20836628944282137","0.2978358205797518","0.7913782972189045","1","","","","","","","",""
"","do_trial","245","1315869","0.0-225.0-0.0","665.5749999918044","","","","51","0,0,1","4","city","181","probe-206","0.12584999382540424","0.24607756371039644","0.863330722240178","1","","","","","","","",""
"","do_trial","246","1322947","0.0-226.0-0.0","2527.1099999081343","","","","49","0,0,1","4","city","182","probe-80","0.06836756023281691","0.28748374182565517","0.792699505142309","0","","","","","","","",""
"","do_trial","247","1328183","0.0-227.0-0.0","683.1850002054125","","","","49","0,1,1","4","city","183","probe-30","0.10111588389569381","0.4723642554889589","0.8075729377465103","0","","","","","","","",""
"","do_trial","248","1333238","0.0-228.0-0.0","505.7850000448525","","","","51","0,1,1","4","city","184","probe-31","0.10809827557238628","0.43788906660376514","0.8193871240350824","1","","","","","","","",""
"","do_trial","249","1338371","0.0-229.0-0.0","580.3349998313934","","","","51","0,0,1","4","city","185","probe-68","0.20449893828907198","0.36384607572163064","0.879571423840197","1","","","","","","","",""
"","do_trial","250","1343712","0.0-230.0-0.0","789.2449998762459","","","","51","0,1,1","4","city","186","probe-240","0.14031797514828068","0.47208618231975147","0.868780326553719","1","","","","","","","",""
"","do_trial","251","1349982","0.0-231.0-0.0","1717.2600000631064","","","","51","0,0,1","4","city","187","probe-71","0.07998984256460878","0.3258810241104692","0.9183175779697466","1","","","","","","","",""
"","do_trial","252","1356004","0.0-232.0-0.0","1474.61499995552","","","","51","0,1,1","4","city","188","probe-208","0.08250659362980228","0.239995529559083","0.8334025544931721","1","","","","","","","",""
"","do_trial","253","1360892","0.0-233.0-0.0","340.3650000691414","","","","51","0,0,1","4","city","189","probe-26","0.09181256192851275","0.18277590437526464","0.8324058556573961","1","","","","","","","",""
"","do_trial","254","1365979","0.0-234.0-0.0","537.7599999774247","","","","51","0,1,1","4","city","190","probe-205","0.16899536434413728","0.19458500072646598","0.7888914433138108","1","","","","","","","",""
"","do_trial","255","1371052","0.0-235.0-0.0","520.7299999892712","","","","51","1,0,1","4","city","191","probe-94","0.1763517887622458","0.25050271715003636","0.677043052442831","1","","","","","","","",""
"","do_trial","256","1376403","0.0-236.0-0.0","800.0300000421703","","","","51","1,0,1","4","city","192","probe-155","0.1791550871984831","0.0927467719691149","0.7840301294480007","1","","","","","","","",""
"","do_trial","257","1381904","0.0-237.0-0.0","948.8699999637902","","","","51","0,0,1","4","city","193","probe-146","0.16265702100374468","0.30569899726923555","0.7572067894881386","1","","","","","","","",""
"","do_trial","258","1387336","0.0-238.0-0.0","881.7650000564754","","","","51","0,0,1","4","city","194","probe-129","0.1572331337366509","0.367431212877197","0.6297715174732555","1","","","","","","","",""
"","do_trial","259","1393119","0.0-239.0-0.0","1233.0300000030547","","","","51","0,0,1","4","city","195","probe-174","0.13215277610057385","0.4128411179862193","0.7025565501466874","1","","","","","","","",""
"","do_trial","260","1398084","0.0-240.0-0.0","412.2699999716133","","","","51","0,1,1","4","city","196","probe-149","0.2940270767160722","0.39875472486481867","0.7693842520651367","1","","","","","","","",""
"","do_trial","261","1403095","0.0-241.0-0.0","462.085000006482","","","","51","0,1,1","4","city","197","probe-177","0.3790647046364276","0.3968105391830716","0.7598405616907802","1","","","","","","","",""
"","do_trial","262","1408076","0.0-242.0-0.0","428.08500002138317","","","","51","1,1,0","4","city","198","probe-121","0.4292633430238006","0.33555443246614014","0.6392603836284954","0","","","","","","","",""
"","do_trial","263","1413279","0.0-243.0-0.0","651.175000006333","","","","49","0,0,1","4","city","199","probe-158","0.31090428358031247","0.33445425102679316","0.7629685679988188","0","","","","","","","",""
"","do_bye","264","1414786","0.0-244.0-0.0","null","","","","null","","","","","","","","","","","","","","","","",""
"","do_travel","265","1420789","0.0-245.0-0.0","null","","","","null","","","","","","","","","","","","","","","","",""
"","do_welcome","266","1422300","0.0-245.0-1.0","null","","","","null","","","","","","","","","","","","","","","","",""
"","do_trial","267","1427714","0.0-246.0-0.0","862.3399999924004","","","","51","0,1,1","5","highway","200","probe-147","0.4064329897521737","0.37744721463945696","1","1","","","","","","","",""
"","do_trial","268","1433885","0.0-247.0-0.0","1619.230000069365","","","","50","1,1,1","5","highway","201","probe-95","0.4750434943040721","0.46148179082080865","1","1","","","","","","","",""
"","do_trial","269","1438889","0.0-248.0-0.0","451.25499996356666","","","","50","1,0,1","5","highway","202","probe-55","0.3659124556153271","0.5225994958225572","1","0","","","","","","","",""
"","do_trial","270","1444889","0.0-249.0-0.0","1447.2799999639392","","","","49","1,1,1","5","highway","203","probe-38","0.33528390187286666","0.42639063244344605","1","1","","","","","","","",""
"","do_trial","271","1451021","0.0-250.0-0.0","1583.020000020042","","","","49","0,0,1","5","highway","204","probe-193","0.22544759901599307","0.4569049985613623","0.9177931056735963","0","","","","","","","",""
"","do_trial","272","1456022","0.0-251.0-0.0","449.56499990075827","","","","50","0,1,1","5","highway","205","probe-63","0.10410289975000747","0.49111857198601455","0.9262307227108509","1","","","","","","","",""
"","do_trial","273","1461608","0.0-252.0-0.0","1033.8000000920147","","","","50","0,1,1","5","highway","206","probe-139","0.13098320576936018","0.553274377956795","0.9422118269574985","1","","","","","","","",""
"","do_trial","274","1467004","0.0-253.0-0.0","845.9550000261515","","","","50","0,0,1","5","highway","207","probe-45","0.2381486911745165","0.5029873074610207","0.8262167420875042","0","","","","","","","",""
"","do_trial","275","1472681","0.0-254.0-0.0","1125.0650000292808","","","","50","1,1,1","5","highway","208","probe-117","0.15416789576388737","0.48482122242825837","0.9475891238938111","1","","","","","","","",""
"","do_trial","276","1479247","0.0-255.0-0.0","2013.594999909401","","","","50","0,1,1","5","highway","209","probe-39","0.053165804155771185","0.45449296650301607","0.9224953406362021","1","","","","","","","",""
