success,trial_type,trial_index,time_elapsed,internal_node_id,rt,stimulus,key_press,subject_id,response,choice_outcomes,context_n,context_img_id,trial_n,probe_img_id,pR_red,pR_white,pR_black,outcome,is_valid,image_to_show,probed_trial,probed_context,correct,context_id
TRUE,fullscreen,0,3202,0.0-0.0,,,,,,,,,,,,,,,,,,,,
,pavlovia,1,3204,0.0-1.0,,,,,,,,,,,,,,,,,,,,
,html-keyboard-response,2,17963,0.0-2.0,14757.7,"<div class='center'><p>Welcome! This experiment will last ~1 hour. In this experiment, you are the head captain of a pirate ship traveling around the world to different places. You will complete several different tasks during this experiment. Here is an overview of these tasks:</p><br><p>1. Tutorial and quiz</p><p>2. Pick a pirate game in 6 different places</p><p>3. Pick a pirate game and memory game</p><p>4. Final questions and payment</p><br><p>If you complete the entire experiment, you will receive $15 and a possible bonus payment.</p><p><b>[Press the space bar to begin the tutorial]</b></p></div>",32,61181aadd3ba79ab39fd3b10,,,,,,,,,,,,,,,,
,html-keyboard-response,3,25867,0.0-3.0,7903.5,"<div class='center'><p>You are the head captain of a pirate ship.</p><p> Your pirates rob other ships as they leave the marketplace port.</p> These ships have just sold all their goods at the marketplace, so they have lots and lots of gold on them.</p><p><img src='run_exp/static/images/ship_center.png' height='400'></p><p><b>[Press the space bar to continue]</b></p></div>",32,,,,,,,,,,,,,,,,,
,html-keyboard-response,4,37964,0.0-4.0,12096.8,"<div class='center'><p>As the head captain, you do not have to rob any ships yourself.</p><p>You get to choose which pirate you want to rob the next ship. </p><p>If they are successful at robbing the ship, then you will get gold coins.</p><p> If they are not successful, then you will get no gold coins.</p><p> The more coins you collect, the more bonus money you will win. So, choose your pirate wisely.</p><p><img src='run_exp/static/images/goal.png' height='400'></p><p><b>[Press the space bar to continue]</b></p><div>",32,,,,,,,,,,,,,,,,,
,html-keyboard-response,5,47717,0.0-5.0,9752.6,"<div class='center'><p>Even the most skilled pirate will not be able to rob EVERY ship.</p><p> Some ships will have very strong defenses against attacks.</p><p> For example, blue beard, here,  is very good at robbing ships.</p><p> You can press the <b>‘1’</b> button on the keyboard to choose him.</p><p> Try choosing him 10 times to see how often he is successful at robbing ships. </p><p><img src='run_exp/static/images/blue.png' height='500'></p></div>",49,,,,,,,,,,,,,,,,,
,html-keyboard-response,6,49218,0.0-6.0,null,<br><br><br><br><p><img src='run_exp/static/images/blue_win.png' height='500'></p>,null,,,,,,,,,,,,,,,,,
,html-keyboard-response,7,49989,0.0-7.0,770.3,<br><br><br><br><p><img src='run_exp/static/images/blue.png' height='500'></p>,49,,,,,,,,,,,,,,,,,
,html-keyboard-response,8,51490,0.0-8.0,null,<br><br><br><br><p><img src='run_exp/static/images/blue_win.png' height='500'></p>,null,,,,,,,,,,,,,,,,,
,html-keyboard-response,9,51837,0.0-9.0,346.5,<br><br><br><br><p><img src='run_exp/static/images/blue.png' height='500'></p>,49,,,,,,,,,,,,,,,,,
,html-keyboard-response,10,53339,0.0-10.0,null,<br><br><br><br><p><img src='run_exp/static/images/blue_win.png' height='500'></p>,null,,,,,,,,,,,,,,,,,
,html-keyboard-response,11,53629,0.0-11.0,290.1,<br><br><br><br><p><img src='run_exp/static/images/blue.png' height='500'></p>,49,,,,,,,,,,,,,,,,,
,html-keyboard-response,12,55131,0.0-12.0,null,<br><br><br><br><p><img src='run_exp/static/images/blue_no_win.png' height='500'></p>,null,,,,,,,,,,,,,,,,,
,html-keyboard-response,13,55365,0.0-13.0,233.9,<br><br><br><br><p><img src='run_exp/static/images/blue.png' height='500'></p>,49,,,,,,,,,,,,,,,,,
,html-keyboard-response,14,56866,0.0-14.0,null,<br><br><br><br><p><img src='run_exp/static/images/blue_win.png' height='500'></p>,null,,,,,,,,,,,,,,,,,
,html-keyboard-response,15,57086,0.0-15.0,219.4,<br><br><br><br><p><img src='run_exp/static/images/blue.png' height='500'></p>,49,,,,,,,,,,,,,,,,,
,html-keyboard-response,16,58587,0.0-16.0,null,<br><br><br><br><p><img src='run_exp/static/images/blue_win.png' height='500'></p>,null,,,,,,,,,,,,,,,,,
,html-keyboard-response,17,58806,0.0-17.0,218.7,<br><br><br><br><p><img src='run_exp/static/images/blue.png' height='500'></p>,49,,,,,,,,,,,,,,,,,
,html-keyboard-response,18,60306,0.0-18.0,null,<br><br><br><br><p><img src='run_exp/static/images/blue_win.png' height='500'></p>,null,,,,,,,,,,,,,,,,,
,html-keyboard-response,19,60598,0.0-19.0,291.2,<br><br><br><br><p><img src='run_exp/static/images/blue.png' height='500'></p>,49,,,,,,,,,,,,,,,,,
,html-keyboard-response,20,62099,0.0-20.0,null,<br><br><br><br><p><img src='run_exp/static/images/blue_no_win.png' height='500'></p>,null,,,,,,,,,,,,,,,,,
,html-keyboard-response,21,62310,0.0-21.0,210.9,<br><br><br><br><p><img src='run_exp/static/images/blue.png' height='500'></p>,49,,,,,,,,,,,,,,,,,
,html-keyboard-response,22,63811,0.0-22.0,null,<br><br><br><br><p><img src='run_exp/static/images/blue_win.png' height='500'></p>,null,,,,,,,,,,,,,,,,,
,html-keyboard-response,23,64039,0.0-23.0,226.8,<br><br><br><br><p><img src='run_exp/static/images/blue.png' height='500'></p>,49,,,,,,,,,,,,,,,,,
,html-keyboard-response,24,65539,0.0-24.0,null,<br><br><br><br><p><img src='run_exp/static/images/blue_win.png' height='500'></p>,null,,,,,,,,,,,,,,,,,
,html-keyboard-response,25,68559,0.0-25.0,3019.2,"<div class='center'><p> See, he was successful at robbing the ships most of the time but not every time. </p><p><b>[Press the space bar to continue]</b></p></div>",32,,,,,,,,,,,,,,,,,
,html-keyboard-response,26,74040,0.0-26.0,5480.7,"<div class='center'><p>In the game, you will get to choose which of three pirates you want to rob the next ship. <p>Press the <b>‘1’</b> button on your keyboard to pick the pirate with the red beard.</p><p> Press <b>‘2’</b> to pick the pirate with the white beard.</p><p> Press <b>‘3’</b> to pick the pirate with the black beard.</p><p>Try picking a pirate now!</p><p><img src='run_exp/static/images/all_pirates.png' height='500'></p></div>",50,,,,,,,,,,,,,,,,,
,html-keyboard-response,27,75512,0.0-27.0-0.0,1470.6,<div class='center'><p>This pirate was successful at robbing the ship!</p><p><img src='run_exp/static/images/white_win.png' height='500'></p><p><b>[Press the space bar to continue]</b></p></div>,32,,,,,,,,,,,,,,,,,
,html-keyboard-response,28,76720,0.0-27.0-1.0,1207.8,<div class='center'><p>Now try choosing another</p><p><img src='run_exp/static/images/all_pirates.png' height='500'></p></div>,51,,,,,,,,,,,,,,,,,
,html-keyboard-response,29,77744,0.0-28.0-0.0,1023.3,<div class='center'><p>This pirate was not successful at robbing the ship!</p><p><img src='run_exp/static/images/black_no_win.png' height='500'></p><p><b>[Press the space bar to continue]</b></p></div>,32,,,,,,,,,,,,,,,,,
,html-keyboard-response,30,81152,0.0-29.0-0.0,3408.1,<div class='center'><p>You’ll stop at these 6 places on your journey.</p><p><img src='run_exp/static/images/all_contexts.png' height='500'></p><p><b>[Press the space bar to continue]</b></p></div>,32,,,,,,,,,,,,,,,,,
,html-keyboard-response,31,86761,0.0-29.0-1.0,5608.7,"<div class='center'><p>How good a pirate is at robbing ships will depend on the current place.</p><p> Some pirates will have been to the place before, and will have more experience robbing ships there.</p><p>So, they will be more successful at stealing gold and bringing it back to you.</p><p><b>[Press the space bar to continue]</b></p></div>",32,,,,,,,,,,,,,,,,,
,html-keyboard-response,32,96539,0.0-29.0-2.0,9777,"<div class='center'><p>How successful a pirate is at robbing ships can also change in a place.<p> Ships may hear about the pirates coming and will improve their defenses. This may make it more difficult to rob them.</p><p> Ships may also grow lazy and lower their defenses. This may make it easier to rob them.</p><br><p>Things are always changing on the high seas! So, try your best to pay attention!</p><p><img src='run_exp/static/images/contingency.png' height='500'></p><p><b>[Press the space bar to continue]</b></p></div>",32,,,,,,,,,,,,,,,,,
,html-keyboard-response,33,123102,0.0-29.0-3.0,26562.6,"<div class='center'><p>Once you choose a pirate to rob a ship, you’ll be shown the ship they are robbing.</p><p>The ship will have a picture of the item they sold at the marketplace.</p><p> Try your best to remember the ship and where you saw the ship.</p><p> You’ll have to remember this for later, and remembering this correctly will help you win more bonus money!</p><p>You can remember the ship by remembering the item they sold at the marketplace</p><p>A helpful strategy is to try to come up with a story of the chosen pirate and ship’s item interacting with the scene.</p><p> For example, a ship might have sold travel mugs and you could imagine red beard walking through the city with a travel mug. </p><p>Or imagine an apple falling from a tree into white beard's hands in the forest.</p><p><img src='run_exp/static/images/example_probe.png' height='500'></p><p><b>[Press the space bar to continue]</b></p></div>",32,,,,,,,,,,,,,,,,,
,html-keyboard-response,34,129238,0.0-29.0-4.0,6136.2,"<div class='center'><p>If you don’t make your choice fast enough, you’ll have to wait a few seconds before you can make another one. </p><p>You can’t win more gold. You just have to sit and wait.</p><p><img src='run_exp/static/images/hurry_up.png' height='500'></p><p><b>[Press the space bar to continue]</b></p></div>",32,,,,,,,,,,,,,,,,,
,html-keyboard-response,35,166395,0.0-29.0-5.0,37156.2,"<div class='center'><p>Again, you have two important things to do: </p><b><p> 1. Pick the pirate who you think will be most successful at robbing the next ship.</p></b><b><p> 2. Remember where a pirate robbed a ship.</p> </b><p>Both are important in determining how much bonus money you’ll win.</p><br><p>Let’s try a practice game. The game will start by showing you the pirates. First pick a pirate using the <b> 1, 2, 3 </b> buttons on your keyboard. When you are shown a ship, try to remember the place you’re in by making up a story.</p><p> You only have 3 seconds to pick a pirate, so please make a choice quickly! If you are too slow, you’ll have to wait a bit during the time out.</p><p> Don’t feel rushed, but please do try to make a choice every time.</p><p>How good a pirate is at robbing a ship will change depending on the place they are in and how good the defenses are of the ship.</p> <p>This is just a practice game, so you’re not playing for money. </p><p>You’ll receive a bag which may or may not contain gold coins.</p><p> In the real game, though, you’ll be able to see whether or not you received the gold coins.</p><p> Good luck, remember press <b>'1'</b> to choose red beard, <b>'2'</b> to choose white beard, and <b>'3'</b> to choose black beard</p><p><b>[Press the space bar to begin the practice game]</b></p></div>",32,,,,,,,,,,,,,,,,,
,do_trial_prac,36,171793,0.0-29.0-6.0,892.9,,,,51,,,,,,,,,,,,,,,
,do_trial_prac,37,177064,0.0-29.0-7.0,767.9,,,,51,,,,,,,,,,,,,,,
,do_trial_prac,38,181912,0.0-29.0-8.0,345.4,,,,51,,,,,,,,,,,,,,,
,do_trial_prac,39,186729,0.0-29.0-9.0,313.8,,,,51,,,,,,,,,,,,,,,
,do_trial_prac,40,191579,0.0-29.0-10.0,346,,,,51,,,,,,,,,,,,,,,
,html-keyboard-response,41,197687,0.0-29.0-11.0,6107.8,"<div class='center'><p>Great job on the practice game!</p><p> Now, you will be asked you some true or false questions to make sure you really understand the rules of the game.</p><p> Press <b>'1'</b> on the keyboard for true and press <b>'2'</b> for false.</p><p><b>[Press the space bar to begin the quiz]</b></p></div>",32,,,,,,,,,,,,,,,,,
,html-keyboard-response,42,202431,0.0-29.0-12.0,4743.8,<div class='center'><p>You win bonus money by making choices as fast as possible.</p><p>Press 1 for true and press  2 for false.</p></div>,50,,,,,,,,,,,,,,,,,
,html-keyboard-response,43,203487,0.0-30.0-0.0,1055.8,<br><br><br><br><p>That's correct!</p> <p><b>[press the space bar to continue with the quiz]</b></p>,32,,,,,,,,,,,,,,,,,
,html-keyboard-response,44,207944,0.0-30.0-1.0,4456.2,<div class='center'><p>You press the <b>‘3’</b> button on the keyboard to choose the red bearded pirate? </p><p>Press 1 for true and press  2 for false.</p></div>,50,,,,,,,,,,,,,,,,,
,html-keyboard-response,45,208608,0.0-31.0-0.0,663.5,<br><br><br><br><p>That's correct!</p> <p><b>[press the space bar to continue with the quiz]</b></p>,32,,,,,,,,,,,,,,,,,
,html-keyboard-response,46,210689,0.0-31.0-1.0,2080.3,<div class='center'><p>A pirate will always be equally successful at robbing ships in each place</p><p>Press 1 for true and press  2 for false.</p></div>,50,,,,,,,,,,,,,,,,,
,html-keyboard-response,47,211320,0.0-32.0-0.0,631.4,<br><br><br><br><p>That's correct!</p> <p><b>[press the space bar to continue with the quiz]</b></p>,32,,,,,,,,,,,,,,,,,
,html-keyboard-response,48,215457,0.0-32.0-1.0,4136.1,<div class='center'><p>You should remember the place where a pirate robbed a ship.</p><p>Press 1 for true and press  2 for false.</p></div>,49,,,,,,,,,,,,,,,,,
,html-keyboard-response,49,216378,0.0-33.0-0.0,914.4,<br><br><br><br><p>That's correct!</p> <p><b>[press the space bar to continue with the quiz]</b></p>,32,,,,,,,,,,,,,,,,,
,html-keyboard-response,50,225675,0.0-34.0-0.0,9296.6,<br><br><br><br><p>Good job! You’re now ready to move on to the real game!</p> <p><br>[press the space bar to begin!]</br></p>,32,,,,,,,,,,,,,,,,,
,do_welcome,51,227178,0.0-35.0-0.0,null,,,,null,,,,,,,,,,,,,,,
,do_trial,52,233463,0.0-36.0-0.0,748.8,,,,50,"1,0,0",0,highway,0,probe-106,1,0.4,0.1,0,,,,,,
,do_trial,53,239320,0.0-37.0-0.0,321.1,,,,50,"1,1,0",0,highway,1,probe-134,1,0.46533733,0.118992906,1,,,,,,
,do_trial,54,245153,0.0-38.0-0.0,297.3,,,,50,"1,1,1",0,highway,2,probe-127,1,0.473423157,0.055978253,1,,,,,,
,do_trial,55,251170,0.0-39.0-0.0,481.9,,,,50,"1,0,0",0,highway,3,probe-197,1,0.443601669,0.069238182,0,,,,,,
,do_trial,56,257083,0.0-40.0-0.0,377.8,,,,50,"1,0,1",0,highway,4,probe-202,0.94412705,0.384094179,0.148264518,0,,,,,,
,do_trial,57,263011,0.0-41.0-0.0,392.7,,,,51,"1,0,0",0,highway,5,probe-45,0.835427825,0.316581983,0.147430961,0,,,,,,
,do_trial,58,268988,0.0-42.0-0.0,441.3,,,,49,"1,0,0",0,highway,6,probe-14,0.716328992,0.381961173,0.129554833,1,,,,,,
,do_trial,59,275012,0.0-43.0-0.0,489,,,,49,"0,0,0",0,highway,7,probe-182,0.68409002,0.356885378,0.181564142,0,,,,,,
,do_trial,60,280837,0.0-44.0-0.0,289.5,,,,49,"1,1,0",0,highway,8,probe-164,0.737805563,0.272285367,0.081353593,1,,,,,,
,do_trial,61,286727,0.0-45.0-0.0,353.8,,,,49,"1,0,0",0,highway,9,probe-227,0.762236645,0.234213954,0.054193231,1,,,,,,
,do_trial,62,292536,0.0-46.0-0.0,272.6,,,,49,"1,1,0",0,highway,10,probe-126,0.528232917,0.603941802,0.223577441,1,,,,,,
,do_trial,63,298679,0.0-47.0-0.0,608.3,,,,49,"0,1,1",0,highway,11,probe-179,0.410835448,0.603905674,0.344578404,0,,,,,,
,do_trial,64,304537,0.0-48.0-0.0,322.2,,,,49,"1,1,0",0,highway,12,probe-186,0.301609893,0.78385907,0.434874375,1,,,,,,
,do_trial,65,310393,0.0-49.0-0.0,321.2,,,,49,"1,0,0",0,highway,13,probe-125,0.114965421,0.751691936,0.460263602,1,,,,,,
